Tag Hierarchy Report
====================

Genericity scores:
photography & videography -> photography (sim: 0.9164), films (sim: 0.7164)
gaming (hobbyist) -> hobby (sim: 0.9636), gaming (sim: 0.8826)
uncategorized -> None (top-level)
car culture -> culture (sim: 0.9008), cars (sim: 0.8890)
road-side assistance -> self-help (sim: 0.7592)
scooters -> motorcycles (sim: 0.8492), cars (sim: 0.7908)
auto buying and selling -> automotive (sim: 0.8265), sales (sim: 0.8009)
auto insurance -> automotive (sim: 0.8263), cars (sim: 0.7234)
auto parts -> automotive (sim: 0.8979), cars (sim: 0.7966)
auto recalls -> automotive (sim: 0.7585), cars (sim: 0.7001)
auto repair -> automotive (sim: 0.8235), auto parts (sim: 0.7807)
auto safety -> auto safety technologies (sim: 0.8736), automotive (sim: 0.8226)
auto shows -> automotive (sim: 0.8064), cars (sim: 0.7741)
auto infotainment technologies -> technology (sim: 0.8504), automotive (sim: 0.8153)
auto navigation systems -> automotive (sim: 0.7511)
auto safety technologies -> automotive (sim: 0.8297), technology (sim: 0.8183)
auto rentals -> automotive (sim: 0.7487), cars (sim: 0.7130)
books and literature -> literature (sim: 1.0603), novels and literature (sim: 0.9359)
art and photography books -> photography (sim: 0.8757), art (sim: 0.8047)
biographies -> history (sim: 0.7365)
children's literature -> literature (sim: 0.9715), children (sim: 0.8274)
comics and graphic novels -> comics (sim: 0.9254), novels (sim: 0.7589)
cookbooks -> cooking (sim: 0.9041), food (sim: 0.7498)
fiction -> novels (sim: 0.8824), literature (sim: 0.8431)
travel books -> travel (sim: 0.9182), cookbooks (sim: 0.7349)
young adult literature -> literature (sim: 0.8583), novels (sim: 0.7268)
business and finance -> finance (sim: 0.9865), business banking & finance (sim: 0.8932)
business accounting & finance -> business and finance (sim: 0.8688), finance (sim: 0.8576)
human resources -> None (top-level)
logistics -> logistics and transportation industry (sim: 0.9199)
marketing and advertising -> marketing (sim: 1.0104), advertising industry (sim: 0.8140)
small and medium-sized business -> business (sim: 0.9087), entrepreneurship (sim: 0.7108)
business administration -> business (sim: 0.8634), business operations (sim: 0.7094)
business banking & finance -> finance (sim: 0.8800), business (sim: 0.8266)
business i.t. -> business (sim: 0.8784)
business operations -> business (sim: 0.9827), business services (sim: 0.7591)
consumer issues -> marketing (sim: 0.7220)
executive leadership & management -> None (top-level)
green solutions -> None (top-level)
business utilities -> business (sim: 0.8129)
economy -> apparel industry (sim: 0.7010), business (sim: 0.7007)
advertising industry -> marketing (sim: 0.8180), media industry (sim: 0.7890)
education industry -> education (sim: 0.9334), school (sim: 0.7545)
entertainment industry -> entertainment (sim: 0.9050), media (sim: 0.7510)
environmental services industry -> legal services industry (sim: 0.7530), environment (sim: 0.7267)
financial industry -> finance (sim: 0.8540), entertainment industry (sim: 0.7340)
food industry -> food (sim: 0.8317), manufacturing industry (sim: 0.7622)
healthcare industry -> healthcare (sim: 0.9902), health (sim: 0.7791)
hospitality industry -> tourism (sim: 0.7562), entertainment industry (sim: 0.7538)
information services industry -> legal services industry (sim: 0.7726), informational (sim: 0.7161)
legal services industry -> legal (sim: 0.7228)
logistics and transportation industry -> automotive industry (sim: 0.7410), manufacturing industry (sim: 0.7314)
agriculture -> food industry (sim: 0.7980), field hockey (sim: 0.7159)
management consulting industry -> None (top-level)
manufacturing industry -> None (top-level)
mechanical and industrial engineering industry -> manufacturing industry (sim: 0.8224), technology industry (sim: 0.7837)
media industry -> media (sim: 0.9793), entertainment industry (sim: 0.8167)
metals industry -> manufacturing industry (sim: 0.7840), mechanical and industrial engineering industry (sim: 0.7566)
non-profit organizations -> ngos (sim: 0.8899), charity (sim: 0.7500)
pharmaceutical industry -> healthcare industry (sim: 0.8099), manufacturing industry (sim: 0.7769)
power and energy industry -> mechanical and industrial engineering industry (sim: 0.7356), technology industry (sim: 0.7302)
publishing industry -> media industry (sim: 0.7936), advertising industry (sim: 0.7485)
real estate industry -> manufacturing industry (sim: 0.7161), aviation industry (sim: 0.7130)
apparel industry -> manufacturing industry (sim: 0.7856), entertainment industry (sim: 0.7291)
retail industry -> apparel industry (sim: 0.7931), business (sim: 0.7395)
technology industry -> manufacturing industry (sim: 0.8009)
telecommunications industry -> technology industry (sim: 0.7876), media industry (sim: 0.7432)
automotive industry -> automotive (sim: 1.0357), cars (sim: 0.8339)
aviation industry -> manufacturing industry (sim: 0.7608), technology industry (sim: 0.7588)
biotech and biomedical industry -> pharmaceutical industry (sim: 0.7991), technology industry (sim: 0.7603)
civil engineering industry -> mechanical and industrial engineering industry (sim: 0.8270), construction industry (sim: 0.7932)
construction industry -> manufacturing industry (sim: 0.7744), real estate industry (sim: 0.7439)
defense industry -> aviation industry (sim: 0.7256), manufacturing industry (sim: 0.7108)
careers -> hobbies (sim: 0.7343), lifestyle (sim: 0.7105)
apprenticeships -> careers (sim: 0.7391), workshops and classes (sim: 0.7137)
career advice -> careers (sim: 0.9189)
career planning -> careers (sim: 0.8949), career advice (sim: 0.8057)
job search -> careers (sim: 0.7615)
remote working -> None (top-level)
vocational training -> apprenticeships (sim: 0.7635)
adult education -> education (sim: 0.8941), school (sim: 0.7014)
private school -> school (sim: 0.9404), education (sim: 0.7139)
secondary education -> education (sim: 0.8914), school (sim: 0.7788)
special education -> education (sim: 0.8758), school (sim: 0.7389)
college education -> education (sim: 1.0067), school (sim: 0.7942)
postgraduate education -> education (sim: 0.7741), universities (sim: 0.7098)
early childhood education -> education (sim: 0.8588), children (sim: 0.7423)
educational assessment -> education (sim: 0.7900)
homeschooling -> school (sim: 0.7903), education (sim: 0.7760)
homework and study -> learning (sim: 0.7250), school (sim: 0.7232)
language learning -> learning (sim: 0.9668), literacy (sim: 0.7740)
online education -> education (sim: 0.8864), online learning (sim: 0.8845)
primary education -> education (sim: 0.9319), school (sim: 0.8026)
events and attractions -> events (sim: 0.9489), event (sim: 0.8766)
amusement and theme parks -> entertainment (sim: 0.7989), tourism (sim: 0.7561)
fashion events -> events (sim: 0.9677), fashion (sim: 0.9255)
historic site and landmark tours -> tourism (sim: 0.7596), destinations (sim: 0.7480)
malls & shopping centers -> shopping (sim: 0.8196)
museums & galleries -> zoos & aquariums (sim: 0.7310)
musicals -> theater (sim: 0.7851), music (sim: 0.7466)
national & civic holidays -> holidays (sim: 0.9026)
nightclubs -> casinos (sim: 0.7906), cinemas and events (sim: 0.7434)
outdoor activities -> exercise (sim: 0.8220), hobbies (sim: 0.8009)
parks & nature -> nature (sim: 0.8985)
party supplies and decorations -> crafts (sim: 0.7456)
awards shows -> concerts (sim: 0.7527), entertainment (sim: 0.7371)
personal celebrations & life events -> events (sim: 0.8618), event (sim: 0.7846)
political event -> event (sim: 1.0117), events (sim: 0.9621)
religious events -> events (sim: 0.9615), event (sim: 0.9293)
sporting events -> events (sim: 0.9823), sports (sim: 0.9770)
theater venues and events -> events (sim: 0.9024), theater (sim: 0.8937)
zoos & aquariums -> animals (sim: 0.7833), reptiles (sim: 0.7389)
bars & restaurants -> nightclubs (sim: 0.7929), food & dining (sim: 0.7385)
business expos & conferences -> events (sim: 0.8109), event (sim: 0.7764)
casinos & gambling -> casinos (sim: 1.0238), gambling (sim: 1.0236)
cinemas and events -> events (sim: 0.9748), event (sim: 0.8817)
comedy events -> events (sim: 0.9364), comedy (sim: 0.8768)
concerts & music events -> concerts (sim: 0.9765), events (sim: 0.9652)
fan conventions -> None (top-level)
family and relationships -> family (sim: 0.9691), marriage (sim: 0.7425)
bereavement -> memorial (sim: 0.7369), tribute (sim: 0.7258)
dating -> family and relationships (sim: 0.7167)
divorce -> marriage (sim: 0.8382)
eldercare -> senior health (sim: 0.7826), healthcare (sim: 0.7092)
marriage and civil unions -> marriage (sim: 0.8920), weddings (sim: 0.7934)
fine art -> art (sim: 0.9347), fine art photography (sim: 0.8697)
costume -> fashion (sim: 0.7860), children's clothing (sim: 0.7287)
dance -> exercise (sim: 0.7910), gymnastics (sim: 0.7583)
digital arts -> art (sim: 0.8585)
fine art photography -> photography (sim: 0.9425), art (sim: 0.8340)
modern art -> art (sim: 0.9204), painting (sim: 0.7348)
opera -> classical music (sim: 0.7712), musicals (sim: 0.7390)
theater -> movies (sim: 0.8421), entertainment (sim: 0.7854)
food & drink -> food (sim: 0.8591), nutrition (sim: 0.7143)
alcoholic beverages -> food & drink (sim: 0.7075)
vegan diets -> vegetarian diets (sim: 0.8612), nutrition (sim: 0.7364)
vegetarian diets -> nutrition (sim: 0.7542), food (sim: 0.7251)
world cuisines -> food (sim: 0.8117), cookbooks (sim: 0.7845)
barbecues and grilling -> cooking (sim: 0.8413), cookbooks (sim: 0.7449)
desserts and baking -> recipes (sim: 0.7859), cooking (sim: 0.7843)
dining out -> food (sim: 0.7825), food & dining (sim: 0.7367)
food allergies -> food (sim: 0.7769)
food movements -> food (sim: 0.8728), dance (sim: 0.7397)
healthy cooking and eating -> cooking (sim: 0.8641), food (sim: 0.8272)
non-alcoholic beverages -> alcoholic beverages (sim: 0.8708)
healthy living -> lifestyle (sim: 0.8501), wellness (sim: 0.8380)
children's health -> health (sim: 0.8848), children (sim: 0.8776)
participant sports -> sports (sim: 0.9766), soccer (sim: 0.7963)
running and jogging -> exercise (sim: 0.8556), fitness (sim: 0.7514)
men's health -> health (sim: 0.8545), women's health (sim: 0.7465)
senior health -> health (sim: 0.8790), healthcare (sim: 0.7086)
weight loss -> None (top-level)
alternative medicine -> alternative music (sim: 0.7267)
physical therapy -> psychology (sim: 0.7093)
smoking cessation -> cigars (sim: 0.7112)
women's health -> health (sim: 0.8745), wellness (sim: 0.7272)
hobbies & interests -> hobbies (sim: 1.0257), hobby (sim: 0.8532)
antiquing and antiques -> heritage (sim: 0.7121)
magic and illusion -> None (top-level)
model toys -> hobby (sim: 0.7242), children's games and toys (sim: 0.7053)
musical instruments -> music (sim: 0.9281), gadgets (sim: 0.7295)
paranormal phenomena -> psychology (sim: 0.7204), physics (sim: 0.7001)
radio control -> None (top-level)
sci-fi and fantasy -> fiction (sim: 0.7396), literature (sim: 0.7069)
workshops and classes -> courses (sim: 0.7857), school (sim: 0.7694)
arts and crafts -> crafts (sim: 1.0002), art (sim: 0.8385)
beadwork -> crafts (sim: 0.7939), arts and crafts (sim: 0.7470)
candle and soap making -> crafts (sim: 0.7441), woodworking (sim: 0.7311)
drawing and sketching -> painting (sim: 0.7834), art (sim: 0.7626)
needlework -> beadwork (sim: 0.8600), crafts (sim: 0.7785)
painting -> art (sim: 0.8647), crafts (sim: 0.7344)
woodworking -> crafts (sim: 0.8231), arts and crafts (sim: 0.7807)
beekeeping -> None (top-level)
birdwatching -> birds (sim: 0.9835), outdoor activities (sim: 0.7566)
cigars -> barbecues and grilling (sim: 0.7418)
comic books -> comics (sim: 1.0482), comics and graphic novels (sim: 0.8367)
stamps and coins -> cryptocurrency (sim: 0.7164)
audio production -> music and audio (sim: 0.7476)
freelance writing -> writing (sim: 0.8790), screenwriting (sim: 0.7784)
screenwriting -> writing (sim: 0.8863), films (sim: 0.7589)
video production -> audio production (sim: 0.7740), photography & videography (sim: 0.7226)
board games and puzzles -> gaming (sim: 0.8265), puzzle video games (sim: 0.7929)
card games -> gaming (sim: 0.8207), casinos (sim: 0.7741)
roleplaying games -> role-playing video games (sim: 0.9147), gaming (sim: 0.8381)
genealogy and ancestry -> heritage (sim: 0.7986), family (sim: 0.7229)
gardening -> agriculture (sim: 0.8502)
remodeling & construction -> None (top-level)
smart home -> None (top-level)
home appliances -> home utilities (sim: 0.7766), home entertainment systems (sim: 0.7009)
home entertaining -> entertainment (sim: 0.8642), home entertainment systems (sim: 0.7266)
home security -> None (top-level)
indoor environmental quality -> environment (sim: 0.7954)
interior decorating -> outdoor decorating (sim: 0.7321)
landscaping -> gardening (sim: 0.8758), outdoor decorating (sim: 0.7890)
outdoor decorating -> crafts (sim: 0.8107), outdoor activities (sim: 0.7678)
medical health -> health (sim: 1.0305), healthcare (sim: 0.9285)
allergies -> food allergies (sim: 1.0782)
ear, nose and throat conditions -> eye and vision conditions (sim: 0.7304)
endocrine and metabolic diseases -> heart and cardiovascular diseases (sim: 0.7308), nutrition (sim: 0.7157)
eye and vision conditions -> weather (sim: 0.7318)
foot health -> health (sim: 0.8891), wellness (sim: 0.7630)
heart and cardiovascular diseases -> health (sim: 0.8132)
infectious diseases -> health (sim: 0.7421), heart and cardiovascular diseases (sim: 0.7026)
injuries -> None (top-level)
lung and respiratory health -> health (sim: 0.8495), healthcare (sim: 0.7050)
reproductive health -> health (sim: 0.8660), women's health (sim: 0.7473)
blood disorders -> brain and nervous system disorders (sim: 0.7534), heart and cardiovascular diseases (sim: 0.7199)
sexual health -> health (sim: 0.8855), reproductive health (sim: 0.7639)
skin and dermatology -> None (top-level)
sleep disorders -> brain and nervous system disorders (sim: 0.7446), digestive disorders (sim: 0.7149)
substance abuse -> None (top-level)
bone and joint conditions -> injuries (sim: 0.7450), health (sim: 0.7177)
brain and nervous system disorders -> psychology (sim: 0.7120)
cancer -> None (top-level)
cold and flu -> weather (sim: 0.7515)
dental health -> health (sim: 0.8990), healthcare (sim: 0.7358)
diabetes -> blood disorders (sim: 0.7314), endocrine and metabolic diseases (sim: 0.7201)
digestive disorders -> brain and nervous system disorders (sim: 0.7311), blood disorders (sim: 0.7228)
medical tests -> medical health (sim: 0.7574), health (sim: 0.7435)
pharmaceutical drugs -> pharmaceutical industry (sim: 0.8176), pharmaceutical & drug information (sim: 0.7738)
surgery -> cosmetic medical services (sim: 0.7204), hospitals (sim: 0.7199)
vaccines -> infectious diseases (sim: 0.7260)
cosmetic medical services -> healthcare (sim: 0.7749), beauty (sim: 0.7037)
action and adventure movies -> movies (sim: 0.9635), films (sim: 0.8719)
romance movies -> movies (sim: 0.9741), films (sim: 0.9167)
science fiction movies -> movies (sim: 0.9561), films (sim: 0.9120)
indie and arthouse movies -> movies (sim: 0.8730), films (sim: 0.8408)
animation movies -> movies (sim: 0.9687), films (sim: 0.8842)
comedy movies -> comedy (sim: 0.9943), movies (sim: 0.9633)
crime and mystery movies -> movies (sim: 0.9365), films (sim: 0.8669)
documentary movies -> films (sim: 0.9462), movies (sim: 0.9379)
drama movies -> movies (sim: 0.9424), films (sim: 0.8805)
family and children movies -> movies (sim: 0.9375), films (sim: 0.8564)
fantasy movies -> movies (sim: 0.9592), films (sim: 0.8891)
horror movies -> movies (sim: 1.0012), films (sim: 0.9230)
world movies -> movies (sim: 0.9545), films (sim: 0.8731)
soft ac music -> music (sim: 0.8119), urban ac music (sim: 0.7994)
urban ac music -> music (sim: 0.7736)
adult album alternative -> albums (sim: 0.7822), alternative music (sim: 0.7584)
alternative music -> music (sim: 0.8516), albums (sim: 0.7137)
children's music -> music (sim: 0.9790), children (sim: 0.8769)
classic hits -> None (top-level)
classical music -> music (sim: 0.9551), entertainment (sim: 0.7181)
college radio -> sports radio (sim: 0.7444)
comedy (music and audio) -> comedy (sim: 0.8990), music (sim: 0.8743)
contemporary hits/pop/top 40 -> r&b/soul/funk (sim: 0.7165), music (sim: 0.7151)
country music -> music (sim: 0.9181), gospel music (sim: 0.7198)
dance and electronic music -> music (sim: 0.8977), dance (sim: 0.8167)
world/international music -> music (sim: 0.8869), concerts (sim: 0.7199)
songwriters/folk -> country music (sim: 0.7271), music (sim: 0.7001)
gospel music -> music (sim: 0.8810), christianity (sim: 0.7620)
hip hop music -> music (sim: 0.9122), r&b/soul/funk (sim: 0.7252)
inspirational/new age music -> music (sim: 0.8608), albums (sim: 0.7001)
jazz -> music (sim: 0.8018), classical music (sim: 0.7581)
oldies/adult standards -> None (top-level)
reggae -> music (sim: 0.7262), hip hop music (sim: 0.7086)
blues -> r&b/soul/funk (sim: 0.7004)
religious (music and audio) -> music (sim: 0.9150), albums (sim: 0.7396)
r&b/soul/funk -> dance and electronic music (sim: 0.7409), music (sim: 0.7298)
rock music -> music (sim: 0.9652), albums (sim: 0.7751)
soundtracks, tv and showtunes -> music (sim: 0.9007), television (sim: 0.8420)
sports radio -> sports (sim: 0.8624), sports tv (sim: 0.8234)
talk radio -> sports radio (sim: 0.7344)
urban contemporary music -> music (sim: 0.8556), urban ac music (sim: 0.8241)
variety (music and audio) -> music (sim: 0.8974), music and audio (sim: 0.8642)
news and politics -> news (sim: 0.8848), media (sim: 0.8022)
crime -> crime and mystery movies (sim: 0.7826)
disasters -> injuries (sim: 0.7183), events (sim: 0.7181)
international news -> news (sim: 0.9441), national news (sim: 0.7831)
law -> legal (sim: 0.8768)
local news -> news (sim: 0.8772), local & community news (sim: 0.8674)
national news -> news (sim: 0.9841), media (sim: 0.8004)
weather -> environment (sim: 0.7931), nature (sim: 0.7013)
personal finance -> finance (sim: 0.9068), personal (sim: 0.7786)
consumer banking -> banks (sim: 0.8424)
financial assistance -> self-help (sim: 0.7570), finance (sim: 0.7323)
financial planning -> finance (sim: 0.8266)
frugal living -> lifestyle (sim: 0.8430)
personal debt -> personal (sim: 0.8543), personal finance (sim: 0.7767)
personal investing -> investing (sim: 0.9494), personal (sim: 0.8562)
personal taxes -> personal (sim: 0.8528), personal finance (sim: 0.7261)
retirement planning -> financial planning (sim: 0.7178)
home utilities -> business utilities (sim: 0.7047)
birds -> animals (sim: 0.8917), dogs (sim: 0.7995)
cats -> pets (sim: 0.8570), animals (sim: 0.8240)
dogs -> animals (sim: 1.0593), pets (sim: 1.0395)
fish and aquariums -> zoos & aquariums (sim: 0.8745), animals (sim: 0.7685)
large animals -> animals (sim: 0.9881), dogs (sim: 0.8815)
pet adoptions -> pets (sim: 0.8751), animals (sim: 0.8076)
reptiles -> animals (sim: 0.8575), dogs (sim: 0.7769)
veterinary medicine -> animals (sim: 0.8096), pets (sim: 0.7948)
pet supplies -> pets (sim: 0.8761), animals (sim: 0.7711)
pop culture -> media (sim: 0.7751), culture (sim: 0.7545)
humor and satire -> humor (sim: 0.9432), comedy (sim: 0.8557)
apartments -> houses (sim: 0.7795), real estate (sim: 0.7627)
retail property -> property (sim: 0.9264), shopping (sim: 0.7118)
vacation properties -> property (sim: 0.9155), vacation (sim: 0.9148)
developmental sites -> None (top-level)
hotel properties -> property (sim: 0.9219), casinos (sim: 0.7244)
houses -> property (sim: 0.8020), real estate (sim: 0.8007)
industrial property -> property (sim: 0.9279), office property (sim: 0.7247)
land and farms -> agriculture (sim: 0.9412), gardening (sim: 0.7311)
office property -> property (sim: 0.9504), real estate (sim: 0.7447)
real estate buying and selling -> real estate (sim: 0.8194), property (sim: 0.8133)
real estate renting and leasing -> property (sim: 0.8217), real estate (sim: 0.8010)
religion & spirituality -> spirituality (sim: 1.0226), hinduism (sim: 0.7605)
agnosticism -> atheism (sim: 0.7634)
spirituality -> wellness (sim: 0.7219), religious (music and audio) (sim: 0.7187)
astrology -> astronomy (sim: 0.8779), astrophysics (sim: 0.8311)
atheism -> christianity (sim: 0.7271), hinduism (sim: 0.7099)
buddhism -> hinduism (sim: 0.7858), martial arts (sim: 0.7354)
christianity -> religious (music and audio) (sim: 0.7561), religious events (sim: 0.7471)
hinduism -> christianity (sim: 0.7378), religious (music and audio) (sim: 0.7355)
islam -> hinduism (sim: 0.7409), christianity (sim: 0.7214)
judaism -> christianity (sim: 0.7552), hinduism (sim: 0.7371)
sikhism -> hinduism (sim: 0.7392)
biological sciences -> science (sim: 0.9240), biotech and biomedical industry (sim: 0.7232)
chemistry -> science (sim: 0.8698), physics (sim: 0.7563)
genetics -> genealogy and ancestry (sim: 0.7990), biological sciences (sim: 0.7765)
geography -> geology (sim: 0.8490), climate (sim: 0.7017)
geology -> science (sim: 0.7617), discoveries (sim: 0.7219)
physics -> science (sim: 0.9377), technology (sim: 0.7178)
space and astronomy -> astronomy (sim: 1.0518), astrophysics (sim: 0.9081)
coupons and discounts -> deals (sim: 0.7670), sales (sim: 0.7313)
flower shopping -> shopping (sim: 0.9008)
gifts and greetings cards -> None (top-level)
grocery shopping -> shopping (sim: 1.0078), holiday shopping (sim: 0.7413)
holiday shopping -> shopping (sim: 0.9522), holidays (sim: 0.9298)
household supplies -> pet supplies (sim: 0.7030)
lotteries and scratchcards -> betting (sim: 0.7480), gambling (sim: 0.7409)
sales and promotions -> sales (sim: 0.9201), marketing (sim: 0.8366)
children's games and toys -> entertainment (sim: 0.8565), children (sim: 0.8445)
american football -> australian rules football (sim: 0.8114), sports (sim: 0.7763)
boxing -> martial arts (sim: 0.8217), tennis (sim: 0.7904)
cheerleading -> gymnastics (sim: 0.7499)
college sports -> sports (sim: 0.9422), basketball (sim: 0.7752)
cricket -> baseball (sim: 0.8083), basketball (sim: 0.7929)
cycling -> motorcycles (sim: 0.7858), exercise (sim: 0.7258)
darts -> badminton (sim: 0.7470), basketball (sim: 0.7354)
disabled sports -> sports (sim: 0.8808), soccer (sim: 0.7780)
diving -> swimming (sim: 0.7819)
equine sports -> sports (sim: 0.8623), soccer (sim: 0.7681)
extreme sports -> sports (sim: 0.8560), soccer (sim: 0.7217)
australian rules football -> rugby (sim: 0.7988), sports (sim: 0.7932)
fantasy sports -> sports (sim: 0.8857), baseball (sim: 0.7533)
field hockey -> sports (sim: 0.8050), baseball (sim: 0.7969)
figure skating -> dance (sim: 0.7969), gymnastics (sim: 0.7458)
fishing sports -> sports (sim: 0.9356), volleyball (sim: 0.7645)
golf -> cricket (sim: 0.7587), badminton (sim: 0.7576)
gymnastics -> exercise (sim: 0.7930), sports (sim: 0.7725)
hunting and shooting -> photography (sim: 0.7733), golf (sim: 0.7256)
ice hockey -> sports (sim: 0.7898), field hockey (sim: 0.7565)
inline skating -> figure skating (sim: 0.7840), dance (sim: 0.7035)
lacrosse -> sports (sim: 0.7636), basketball (sim: 0.7415)
auto racing -> cars (sim: 0.8875), automotive (sim: 0.8691)
martial arts -> exercise (sim: 0.7883), sports (sim: 0.7724)
olympic sports -> sports (sim: 0.9768), soccer (sim: 0.8109)
poker and professional gambling -> gambling (sim: 0.9330), casinos (sim: 0.8312)
rodeo -> animals (sim: 0.7047)
rowing -> fishing sports (sim: 0.7605), poetry (sim: 0.7182)
rugby -> sports (sim: 0.8344), soccer (sim: 0.7830)
sailing -> rowing (sim: 0.8043), cruises (sim: 0.7613)
skiing -> ice hockey (sim: 0.7397), figure skating (sim: 0.7050)
snooker/pool/billiards -> sports (sim: 0.7558), gaming (sim: 0.7363)
soccer -> sports (sim: 0.9365)
badminton -> basketball (sim: 0.7929), tennis (sim: 0.7870)
softball -> baseball (sim: 0.8351), sports (sim: 0.7565)
squash -> golf (sim: 0.7126), badminton (sim: 0.7094)
swimming -> fishing sports (sim: 0.7279), exercise (sim: 0.7238)
table tennis -> tennis (sim: 0.9188), snooker/pool/billiards (sim: 0.8405)
tennis -> sports (sim: 0.8425), volleyball (sim: 0.7883)
track and field -> sports (sim: 0.7411)
volleyball -> sports (sim: 0.8578), soccer (sim: 0.7974)
walking -> travel (sim: 0.7719), food movements (sim: 0.7326)
water polo -> swimming (sim: 0.7393), volleyball (sim: 0.7229)
weightlifting -> bodybuilding (sim: 0.8084), gymnastics (sim: 0.7946)
baseball -> sports (sim: 0.8685), basketball (sim: 0.8025)
wrestling -> weightlifting (sim: 0.7316), martial arts (sim: 0.7276)
basketball -> sports (sim: 0.8784), volleyball (sim: 0.8139)
beach volleyball -> volleyball (sim: 0.9853), sports (sim: 0.7294)
bodybuilding -> fitness (sim: 0.8239), exercise (sim: 0.7418)
bowling -> badminton (sim: 0.7742), snooker/pool/billiards (sim: 0.7632)
sports equipment -> sports (sim: 0.8825), gadgets (sim: 0.7708)
style & fashion -> fashion (sim: 0.9960), style (sim: 0.9346)
beauty -> fashion & beauty (sim: 0.9344), luxury (sim: 0.7151)
women's accessories -> women's clothing (sim: 0.7436), gadgets (sim: 0.7351)
women's clothing -> fashion (sim: 0.8618), children's clothing (sim: 0.7463)
women's shoes and footwear -> women's clothing (sim: 0.8014), fashion (sim: 0.7847)
body art -> art (sim: 0.8299), bodybuilding (sim: 0.8063)
children's clothing -> children (sim: 0.9071), kids (sim: 0.8495)
designer clothing -> fashion (sim: 0.9409), style (sim: 0.7742)
fashion trends -> fashion (sim: 0.9995), style (sim: 0.8939)
high fashion -> fashion (sim: 0.9620), style (sim: 0.7780)
men's accessories -> women's accessories (sim: 0.8042), men's clothing (sim: 0.7494)
men's clothing -> fashion (sim: 0.7964), women's clothing (sim: 0.7653)
men's shoes and footwear -> women's shoes and footwear (sim: 0.8188), men's clothing (sim: 0.8004)
bath and shower -> spas (sim: 0.7062)
deodorant and antiperspirant -> None (top-level)
oral care -> care (sim: 0.8451)
shaving -> None (top-level)
street style -> style (sim: 0.9057), fashion (sim: 0.7791)
technology & computing -> technology (sim: 0.9589), science (sim: 0.7485)
artificial intelligence -> None (top-level)
augmented reality -> None (top-level)
computer networking -> internet (sim: 0.7485)
computer peripherals -> laptops (sim: 0.8221), gadgets (sim: 0.8170)
3-d graphics -> None (top-level)
photo editing software -> software (sim: 0.8763), photography (sim: 0.7929)
shareware and freeware -> software (sim: 0.7483)
video software -> software (sim: 0.9830), graphics software (sim: 0.7653)
web conferencing -> internet (sim: 0.7421), interactive (sim: 0.7028)
antivirus software -> software (sim: 0.8719)
browsers -> internet (sim: 0.7427), desktops (sim: 0.7124)
computer animation -> anime (sim: 0.7210), animation tv (sim: 0.7210)
databases -> information (sim: 0.7135)
desktop publishing -> desktops (sim: 0.8705)
digital audio -> music and audio (sim: 0.7826), audio production (sim: 0.7091)
graphics software -> software (sim: 0.9647), desktops (sim: 0.7200)
operating systems -> software (sim: 0.7485), laptops (sim: 0.7210)
data storage and warehousing -> databases (sim: 0.7559)
desktops -> pc games (sim: 0.7527), software (sim: 0.7011)
information and network security -> information (sim: 0.7440)
internet -> technology (sim: 0.7055)
cloud computing -> None (top-level)
web development -> web design and html (sim: 0.7953), browsers (sim: 0.7763)
web hosting -> internet (sim: 0.7420)
email -> None (top-level)
internet of things -> internet (sim: 0.8316), technology (sim: 0.7680)
web design and html -> browsers (sim: 0.8103), design (sim: 0.7469)
laptops -> desktops (sim: 0.8204), smartphones (sim: 0.7703)
programming languages -> language learning (sim: 0.7203), software (sim: 0.7168)
cameras and camcorders -> photography (sim: 0.8518), photography & videography (sim: 0.7714)
home entertainment systems -> entertainment (sim: 0.7644), gaming (sim: 0.7158)
smartphones -> gadgets (sim: 0.7662), technology (sim: 0.7316)
tablets and e-readers -> smartphones (sim: 0.7505), laptops (sim: 0.7430)
wearable technology -> technology (sim: 0.9254), gadgets (sim: 0.7932)
robotics -> technology (sim: 0.7273), scooters (sim: 0.7016)
virtual reality -> None (top-level)
television -> media (sim: 0.7981), entertainment (sim: 0.7555)
animation tv -> television (sim: 0.9196), anime (sim: 0.8148)
soap opera tv -> television (sim: 0.9215), drama tv (sim: 0.7878)
special interest tv -> television (sim: 0.8636), interest (sim: 0.7254)
sports tv -> sports (sim: 0.9434), television (sim: 0.9264)
children's tv -> television (sim: 0.9212), children (sim: 0.8383)
comedy tv -> comedy (sim: 0.9536), television (sim: 0.9051)
drama tv -> television (sim: 0.9262), science fiction tv (sim: 0.7279)
factual tv -> television (sim: 0.9113), media (sim: 0.7158)
holiday tv -> holidays (sim: 0.9256), television (sim: 0.8346)
music tv -> television (sim: 0.9331), music (sim: 0.9218)
reality tv -> television (sim: 0.7934), factual tv (sim: 0.7607)
science fiction tv -> television (sim: 0.9404), fiction (sim: 0.7323)
africa travel -> travel (sim: 0.9127), destinations (sim: 0.7451)
asia travel -> travel (sim: 0.9196), destinations (sim: 0.7486)
australia and oceania travel -> travel (sim: 0.8762), destinations (sim: 0.7661)
europe travel -> travel (sim: 0.8978)
north america travel -> travel (sim: 0.8780), south america travel (sim: 0.7788)
polar travel -> travel (sim: 0.8234), skiing (sim: 0.7075)
south america travel -> travel (sim: 0.8565), destinations (sim: 0.7406)
travel preparation and advice -> travel (sim: 0.8428), vacation (sim: 0.7319)
